Date,SPY,BTC-USD,HYG,LQD,GLD,USO,SLV,DBA,QQQ,IWM,^TNX,^TYX,^FVX,^IRX
2014/9,-0.017895400662819378,-0.15391379682303144,-0.020975311532262213,-0.012116628816147836,-0.044718474091009236,-0.010922709345076036,-0.1118956807722058,-0.04163543198441955,-0.012791034108128199,-0.06697951090892793,0.0020300954150300754,0.002622669438049563,0.0014328211768477317,1.374896019146199e-05
2014/10,0.037612540926292876,-0.11807144398190783,0.009491545738909245,0.0062394424392088095,-0.035197337493467123,-0.10307473522204218,-0.059465993292336136,0.0011705301454489193,0.04310258698557604,0.0812615422898462,0.0019530503201341531,0.002536399143359569,0.0013630680134648632,6.666422357248791e-06
2014/11,0.02691179343213408,0.16054694039605802,-0.012889974494583754,0.011113915400630586,-0.0003566733391270925,-0.14045699842163056,-0.04198964068162815,-0.0031225574194184316,0.04237959997365345,0.0028360418470581876,0.0018730826227113528,0.0024565365989497323,0.0013010659139620628,3.333272188044134e-06
2014/12,-0.001069212804123808,-0.1557093770871724,-0.002227222392425116,0.0005866208007962086,-0.025733401551558885,-0.22644373683806224,-0.04562733368430322,-0.03713736857464231,-0.01488405300001702,0.041351091550673236,0.0018102015819254635,0.002342499659039543,0.0013129768950694842,1.8331485270639547e-05
2015/1,-0.029109652634690775,-0.3079882213910019,0.007031304615417627,0.033881310995203466,0.08213529949853879,-0.1040723860404707,0.09463939717683363,-0.06087662488458372,-0.01787452811002679,-0.027158861083371334,0.0015688910869995354,0.002038652035562194,0.0011613037938653648,8.332951227041363e-06
2015/2,0.043284496693840706,0.12023950245639667,0.01840154837552943,-0.015120846970765957,-0.05113539127975534,-0.027926983583588322,-0.036429839271997305,0.006983843233424674,0.06295350027078439,0.04984583408994519,0.0015185034271620879,0.0019995297846557847,0.0011139826345718529,5.416505413524675e-06
2015/3,-0.026227712030330277,-0.061406127089842846,-0.009293663706863077,0.010712513993875837,-0.017461934973525644,-0.08078600255951199,0.017241408709738205,-0.03234264852540172,-0.03455840989407907,0.007289232339685201,0.0016589461407452433,0.0021530696648115466,0.0012221677677830556,1.2499140815913634e-05
2015/4,0.013417646118485204,-0.04499902438831729,0.006637885586597227,-0.0147046813946005,-0.01842558202018318,0.1666666847492287,-0.04929138999533927,-0.005354704716725958,0.024559677550785045,-0.02604081266236696,0.0016163857748172639,0.0021526627686643263,0.0011460814019768062,1.5831954560230344e-05
2015/5,0.0019931575859541517,-0.008139436796497774,0.0013217617069272195,-0.005716690396147541,0.009020132884241812,-0.004411772268178833,0.033613412741668125,-0.008628543601625202,0.009170105199587894,0.015741560627445604,0.0017382844024682598,0.0023339714320900207,0.0012308005941616962,2.4999656473845278e-06
2015/6,-0.02703597401657024,0.1800866521493492,-0.020516220331115373,-0.013301480003674183,-0.014298221521210127,-0.023575708997813857,-0.06062501668930054,0.06088142383703929,-0.030338693440254614,0.004666896015059398,0.001866959712955918,0.002488571133919537,0.0013170837584572936,7.499690708012707e-06
2015/7,0.014457831325301205,0.10064531294084496,-0.005089311892795701,0.011563222655813407,-0.06295769637804079,-0.18376964182090477,-0.05503353797435195,-0.07778261012827513,0.037342465230476005,-0.018126680600581924,0.001906138932707968,0.002515730807529426,0.0013441844304586947,2.5413113636352236e-05
2015/8,-0.05777203634616178,-0.18304271296825506,-0.013385261975993025,-0.01057703454510289,0.04534103064253648,0.052317876946711576,0.008651758222725103,-0.024754819730163174,-0.06532258974195064,-0.0584389179816069,0.0017946788587390738,0.002381880821168192,0.001264090964194775,2.7495841934621623e-05
2015/9,-0.0007300379961899686,0.03480168544263605,-0.026758598580636672,0.005804870729287246,-0.021428538491624072,-0.008777860280728089,-0.005021499062505281,0.01064856316453698,0.007026215368930006,-0.024128726906337706,0.0017464595703062802,0.00238999853450661,0.0011917408438311128,1.791490081526348e-05
2015/10,0.0822359204258896,0.32253131116107253,0.038975219289510324,0.005962108286505931,0.024079449208199124,0.015775068389176045,0.06474824438158898,0.02356901152188983,0.10868715004575234,0.05806801282096581,0.0017305171913595263,0.0023790394603255827,0.0011995541545857247,3.582627433651453e-05
2015/11,-0.008080217468387095,0.1594501282525812,-0.027972838499009535,0.002768469022901517,-0.06142368904950332,-0.12338980981859123,-0.0869565668088043,-0.03163361976582281,-0.00514792744213516,0.01155088020236894,0.0018171451093058621,0.002444774241654679,0.00133104573757592,9.286921666085135e-05
2015/12,-0.0323238930859171,0.1878102951109559,-0.031955743644638115,-0.020953154795669147,-0.008017204777188558,-0.1505791380684037,-0.0236862060012726,-0.009134549696062321,-0.028655808846970356,-0.060638891317686495,0.0018249049359457814,0.002439095352210874,0.0013868721518084381,0.00014613249025496877
2016/1,-0.03631480895733848,-0.15095989343081706,-0.0101123292637196,0.0017551959894088424,0.03945959357253367,-0.12112932414887603,0.030326048895368187,-0.02057815185859491,-0.04904112097335201,-0.06408510967055052,0.0017235669582640334,0.0023640192284926087,0.001270254498931811,0.00018938594551087817
2016/2,-0.00046473710677620464,0.17327423028510675,0.0210378875361297,0.013750597002659964,0.09801014381108208,-0.002217345537544528,0.03877101170542793,-0.005478118066210645,-0.018293301361146486,0.0023417455182611463,0.0015312053651916901,0.002221000785898264,0.0010781668778612197,0.0002509034650837183
2016/3,0.03740348109272649,-0.042273064242034884,0.009515623948153303,0.041823730955112,-0.0011038231903152747,0.06010931296882475,0.03599154736315447,0.03413656137406467,0.03223363269878141,0.05422140918272567,0.0014959632678941404,0.0021913126031622987,0.0010530461962556803,0.00021349911975176994
2016/4,-0.002851325841443836,0.07263375042978777,0.030478009632895525,0.012282317243528525,0.057470291654533344,0.21114686850354086,0.1841003738882113,0.028794541687576117,-0.04204421315682028,0.012239026068539048,0.0014922743744001377,0.0021762613906439743,0.0010443965411317535,0.00017108891471329102
2016/5,0.008991657961299146,0.17595792271784233,0.0013173725790606287,-0.0038381234070018174,-0.058260308581898734,0.07420811589775057,-0.08713941481074608,0.009952563065215865,0.03392049358864924,0.013394400758744205,0.001528337343674968,0.002201074146473969,0.0011094550120831492,0.00019479117244713962
2016/6,-0.0037571147993995762,0.2540732260477757,0.01631870254514562,0.030216539303036694,0.09082282695843948,-0.03017607721228425,0.17732369944158832,0.028425006354866406,-0.025464409582685595,-0.006909616780081811,0.0013786645347142468,0.002032947775943539,0.0009928932558731507,0.00022596894041093663
