Date,Open,High,Low,Close,Adj Close,Volume
2000-12-01,493.0,493.0,459.0,459.0,459.0,0
2000-12-04,459.0,459.0,459.0,459.0,459.0,0
2000-12-05,459.0,459.0,459.0,459.0,459.0,0
2000-12-06,467.5,467.5,467.5,467.5,467.5,0
2000-12-07,459.0,459.0,425.0,425.0,425.0,0
2000-12-08,425.0,425.0,425.0,425.0,425.0,0
2000-12-11,459.0,459.0,459.0,459.0,459.0,0
2000-12-12,459.0,459.0,459.0,459.0,459.0,0
2000-12-13,442.0,442.0,442.0,442.0,442.0,0
2000-12-14,425.0,425.0,391.0,391.0,391.0,29
2000-12-15,391.0,391.0,340.0,340.0,340.0,6
2000-12-18,374.0,374.0,374.0,374.0,374.0,0
2000-12-19,314.5,314.5,314.5,314.5,314.5,0
2000-12-20,297.5,297.5,297.5,297.5,297.5,0
2000-12-21,238.0,238.0,221.0,221.0,221.0,0
2000-12-22,238.0,340.0,238.0,340.0,340.0,0
2000-12-27,340.0,340.0,340.0,340.0,340.0,0
2000-12-28,357.0,357.0,357.0,357.0,357.0,0
2000-12-29,357.0,391.0,357.0,391.0,391.0,0
2001-01-02,391.0,391.0,391.0,391.0,391.0,0
2001-01-03,357.0,357.0,331.5,331.5,331.5,0
2001-01-04,391.0,391.0,391.0,391.0,391.0,0
2001-01-05,374.0,374.0,374.0,374.0,374.0,0
2001-01-08,323.0,323.0,323.0,323.0,323.0,0
2001-01-09,340.0,340.0,340.0,340.0,340.0,0
2001-01-10,317.8999938964844,317.8999938964844,317.8999938964844,317.8999938964844,317.8999938964844,0
2001-01-11,306.0,306.0,306.0,306.0,306.0,0
2001-01-12,306.0,331.5,306.0,331.5,331.5,0
2001-01-16,340.0,340.0,340.0,340.0,340.0,0
2001-01-17,357.0,357.0,357.0,357.0,357.0,0
2001-01-18,374.0,374.0,374.0,374.0,374.0,0
2001-01-19,408.0,408.0,408.0,408.0,408.0,0
2001-01-22,442.0,442.0,408.0,408.0,408.0,0
2001-01-23,391.0,391.0,391.0,391.0,391.0,0
2001-01-25,425.0,425.0,425.0,425.0,425.0,0
2001-01-29,401.20001220703125,401.20001220703125,401.20001220703125,401.20001220703125,401.20001220703125,0
2001-01-30,425.0,425.0,425.0,425.0,425.0,0
2001-01-31,399.5,425.0,399.5,425.0,425.0,0
2001-02-01,425.0,425.0,425.0,425.0,425.0,0
2001-02-02,442.0,442.0,408.0,408.0,408.0,0
2001-02-05,391.0,391.0,391.0,391.0,391.0,0
2001-02-06,391.0,391.0,391.0,391.0,391.0,0
2001-02-07,391.0,391.0,391.0,391.0,391.0,0
2001-02-08,391.0,391.0,391.0,391.0,391.0,0
2001-02-09,374.0,374.0,374.0,374.0,374.0,0
2001-02-12,357.0,357.0,323.0,323.0,323.0,0
2001-02-13,340.0,340.0,340.0,340.0,340.0,0
2001-02-14,306.0,306.0,280.5,280.5,280.5,0
2001-02-15,280.5,280.5,280.5,280.5,280.5,0
2001-02-16,280.5,280.5,263.5,263.5,263.5,0
2001-02-20,272.0,272.0,246.5,246.5,246.5,0
2001-02-21,238.0,238.0,204.0,204.0,204.0,0
2001-02-22,195.5,195.5,195.5,195.5,195.5,0
2001-02-23,195.5,195.5,170.0,170.0,170.0,0
2001-02-26,170.0,204.0,170.0,204.0,204.0,4
2001-02-27,170.0,170.0,170.0,170.0,170.0,0
2001-02-28,170.0,170.0,170.0,170.0,170.0,0
2001-03-01,170.0,170.0,170.0,170.0,170.0,0
2001-03-02,161.5,161.5,161.5,161.5,161.5,0
2001-03-05,178.5,178.5,178.5,178.5,178.5,0
2001-03-06,204.0,204.0,204.0,204.0,204.0,0
2001-03-07,204.0,204.0,204.0,204.0,204.0,0
2001-03-08,204.0,204.0,204.0,204.0,204.0,0
2001-03-09,187.0,187.0,170.0,170.0,170.0,0
2001-03-12,161.5,161.5,161.5,161.5,161.5,0
2001-03-13,161.5,161.5,161.5,161.5,161.5,0
2001-03-15,161.5,161.5,161.5,161.5,161.5,0
2001-03-16,144.5,144.5,130.89999389648438,130.89999389648438,130.89999389648438,0
2001-03-19,130.89999389648438,130.89999389648438,130.89999389648438,130.89999389648438,130.89999389648438,0
2001-03-20,130.89999389648438,130.89999389648438,130.89999389648438,130.89999389648438,130.89999389648438,0
2001-03-21,130.89999389648438,130.89999389648438,130.89999389648438,130.89999389648438,130.89999389648438,0
2001-03-22,130.89999389648438,130.89999389648438,130.89999389648438,130.89999389648438,130.89999389648438,0
2001-03-23,130.89999389648438,130.89999389648438,130.89999389648438,130.89999389648438,130.89999389648438,0
2001-03-26,130.89999389648438,130.89999389648438,130.89999389648438,130.89999389648438,130.89999389648438,0
2001-03-27,130.89999389648438,130.89999389648438,130.89999389648438,130.89999389648438,130.89999389648438,0
2001-03-28,130.89999389648438,130.89999389648438,119.0,119.0,119.0,1
2001-03-29,110.5,110.5,110.5,110.5,110.5,6
2001-03-30,144.5,144.5,144.5,144.5,144.5,0
2001-04-02,136.0,136.0,136.0,136.0,136.0,0
2001-04-03,119.0,119.0,110.5,110.5,110.5,0
2001-04-04,105.4000015258789,105.4000015258789,105.4000015258789,105.4000015258789,105.4000015258789,0
2001-04-05,110.5,119.0,110.5,119.0,119.0,0
2001-04-06,127.5,127.5,127.5,127.5,127.5,0
2001-04-09,127.5,127.5,127.5,127.5,127.5,0
2001-04-10,119.0,127.5,119.0,127.5,127.5,0
2001-04-11,127.5,127.5,127.5,127.5,127.5,0
2001-04-12,127.5,127.5,127.5,127.5,127.5,0
2001-04-17,136.0,136.0,136.0,136.0,136.0,0
2001-04-18,119.0,119.0,119.0,119.0,119.0,0
2001-04-19,127.5,127.5,127.5,127.5,127.5,0
2001-04-20,127.5,127.5,127.5,127.5,127.5,0
2001-04-23,127.5,127.5,127.5,127.5,127.5,0
2001-04-24,127.5,127.5,127.5,127.5,127.5,0
2001-04-25,127.5,127.5,127.5,127.5,127.5,0
2001-04-26,136.0,136.0,119.0,119.0,119.0,0
2001-04-27,127.5,127.5,127.5,127.5,127.5,0
2001-05-02,127.5,127.5,127.5,127.5,127.5,0
2001-05-03,125.80000305175781,125.80000305175781,125.80000305175781,125.80000305175781,125.80000305175781,0
2001-05-04,136.0,136.0,136.0,136.0,136.0,0
2001-05-08,122.4000015258789,122.4000015258789,119.0,119.0,119.0,0
2001-05-10,127.5,127.5,127.5,127.5,127.5,0
2001-05-14,130.89999389648438,130.89999389648438,130.89999389648438,130.89999389648438,130.89999389648438,0
2001-05-15,130.89999389648438,130.89999389648438,130.89999389648438,130.89999389648438,130.89999389648438,0
2001-05-16,136.0,136.0,136.0,136.0,136.0,0
2001-05-17,153.0,153.0,153.0,153.0,153.0,0
2001-05-18,178.5,178.5,178.5,178.5,178.5,0
2001-05-21,178.5,178.5,170.0,170.0,170.0,0
2001-05-22,170.0,170.0,170.0,170.0,170.0,0
2001-05-23,170.0,170.0,170.0,170.0,170.0,0
2001-05-24,170.0,170.0,170.0,170.0,170.0,0
2001-05-25,170.0,170.0,170.0,170.0,170.0,0
2001-05-29,170.0,170.0,170.0,170.0,170.0,0
2001-05-30,188.6999969482422,188.6999969482422,188.6999969482422,188.6999969482422,188.6999969482422,0
2001-05-31,178.5,178.5,178.5,178.5,178.5,0
2001-06-01,187.0,187.0,187.0,187.0,187.0,0
2001-06-04,181.89999389648438,181.89999389648438,181.89999389648438,181.89999389648438,181.89999389648438,0
2001-06-05,188.6999969482422,188.6999969482422,188.6999969482422,188.6999969482422,188.6999969482422,0
2001-06-06,178.5,178.5,178.5,178.5,178.5,0
2001-06-07,170.0,170.0,170.0,170.0,170.0,0
2001-06-08,170.0,170.0,170.0,170.0,170.0,0
2001-06-11,170.0,170.0,170.0,170.0,170.0,0
2001-06-12,170.0,170.0,158.10000610351562,158.10000610351562,158.10000610351562,0
2001-06-13,170.0,170.0,170.0,170.0,170.0,0
2001-06-14,164.89999389648438,164.89999389648438,164.89999389648438,164.89999389648438,164.89999389648438,0
2001-06-15,161.5,170.0,161.5,170.0,170.0,0
2001-06-18,170.0,170.0,170.0,170.0,170.0,0
2001-06-19,164.89999389648438,164.89999389648438,164.89999389648438,164.89999389648438,164.89999389648438,0
2001-06-20,161.5,161.5,161.5,161.5,161.5,0
2001-06-21,153.0,153.0,153.0,153.0,153.0,0
2001-06-22,153.0,153.0,153.0,153.0,153.0,0
2001-06-25,153.0,153.0,153.0,153.0,153.0,0
2001-06-26,144.5,144.5,144.5,144.5,144.5,0
2001-06-27,136.0,136.0,136.0,136.0,136.0,0
2001-06-28,136.0,144.5,136.0,144.5,144.5,0
2001-06-29,146.1999969482422,146.1999969482422,146.1999969482422,146.1999969482422,146.1999969482422,0
2001-07-02,153.0,153.0,144.5,144.5,144.5,0
2001-07-03,144.5,144.5,136.0,136.0,136.0,0
2001-07-05,136.0,136.0,127.5,127.5,127.5,1
2001-07-06,136.0,136.0,136.0,136.0,136.0,0
2001-07-09,119.0,119.0,119.0,119.0,119.0,0
2001-07-10,127.5,127.5,127.5,127.5,127.5,0
2001-07-11,127.5,127.5,127.5,127.5,127.5,0
2001-07-12,127.5,127.5,127.5,127.5,127.5,0
2001-07-16,127.5,127.5,127.5,127.5,127.5,0
2001-07-17,127.5,127.5,127.5,127.5,127.5,0
2001-07-18,127.5,127.5,127.5,127.5,127.5,0
2001-07-19,110.5,110.5,110.5,110.5,110.5,0
2001-07-20,110.5,110.5,110.5,110.5,110.5,0
2001-07-23,102.0,102.0,102.0,102.0,102.0,0
2001-07-24,102.0,102.0,102.0,102.0,102.0,0
2001-07-25,105.4000015258789,105.4000015258789,105.4000015258789,105.4000015258789,105.4000015258789,0
2001-07-26,110.5,110.5,110.5,110.5,110.5,0
2001-07-27,110.5,110.5,102.0,102.0,102.0,0
2001-07-30,102.0,102.0,102.0,102.0,102.0,0
2001-07-31,100.30000305175781,100.30000305175781,100.30000305175781,100.30000305175781,100.30000305175781,0
2001-08-01,102.0,110.5,102.0,110.5,110.5,0
2001-08-02,102.0,102.0,102.0,102.0,102.0,0
2001-08-03,102.0,102.0,102.0,102.0,102.0,0
2001-08-06,85.0,85.0,85.0,85.0,85.0,0
2001-08-07,54.400001525878906,54.400001525878906,54.400001525878906,54.400001525878906,54.400001525878906,0
2001-08-08,54.400001525878906,54.400001525878906,54.400001525878906,54.400001525878906,54.400001525878906,0
2001-08-09,49.29999923706055,49.29999923706055,49.29999923706055,49.29999923706055,49.29999923706055,0
2001-08-10,54.400001525878906,54.400001525878906,54.400001525878906,54.400001525878906,54.400001525878906,0
2001-08-13,47.599998474121094,47.599998474121094,47.599998474121094,47.599998474121094,47.599998474121094,0
2001-08-14,47.599998474121094,47.599998474121094,47.599998474121094,47.599998474121094,47.599998474121094,0
2001-08-15,51.0,51.0,51.0,51.0,51.0,0
2001-08-16,54.400001525878906,54.400001525878906,54.400001525878906,54.400001525878906,54.400001525878906,0
2001-08-17,51.0,51.0,51.0,51.0,51.0,0
2001-08-20,47.599998474121094,47.599998474121094,47.599998474121094,47.599998474121094,47.599998474121094,0
2001-08-21,47.599998474121094,47.599998474121094,47.599998474121094,47.599998474121094,47.599998474121094,0
2001-08-22,47.599998474121094,47.599998474121094,47.599998474121094,47.599998474121094,47.599998474121094,0
2001-08-23,47.599998474121094,47.599998474121094,47.599998474121094,47.599998474121094,47.599998474121094,0
2001-08-24,47.599998474121094,47.599998474121094,47.599998474121094,47.599998474121094,47.599998474121094,0
2001-08-27,51.0,51.0,51.0,51.0,51.0,0
2001-08-28,54.400001525878906,54.400001525878906,54.400001525878906,54.400001525878906,54.400001525878906,0
2001-08-29,51.0,51.0,51.0,51.0,51.0,0
2001-08-30,47.599998474121094,47.599998474121094,47.599998474121094,47.599998474121094,47.599998474121094,0
2001-08-31,47.599998474121094,47.599998474121094,47.599998474121094,47.599998474121094,47.599998474121094,0
2001-09-04,47.599998474121094,47.599998474121094,47.599998474121094,47.599998474121094,47.599998474121094,0
2001-09-05,45.900001525878906,45.900001525878906,45.900001525878906,45.900001525878906,45.900001525878906,0
2001-09-06,42.5,42.5,42.5,42.5,42.5,0
2001-09-07,42.5,42.5,42.5,42.5,42.5,0
2001-09-10,42.5,42.5,42.5,42.5,42.5,0
2001-09-17,34.0,34.0,34.0,34.0,34.0,0
2001-09-18,28.899999618530273,28.899999618530273,28.899999618530273,28.899999618530273,28.899999618530273,0
2001-09-19,30.600000381469727,30.600000381469727,28.899999618530273,28.899999618530273,28.899999618530273,0
2001-09-20,27.200000762939453,27.200000762939453,27.200000762939453,27.200000762939453,27.200000762939453,0
2001-09-21,20.399999618530273,20.399999618530273,20.399999618530273,20.399999618530273,20.399999618530273,0
2001-09-24,22.100000381469727,23.799999237060547,22.100000381469727,22.100000381469727,22.100000381469727,0
2001-09-25,22.100000381469727,23.799999237060547,22.100000381469727,23.799999237060547,23.799999237060547,0
2001-09-26,23.799999237060547,23.799999237060547,23.799999237060547,23.799999237060547,23.799999237060547,0
2001-09-27,23.799999237060547,23.799999237060547,23.799999237060547,23.799999237060547,23.799999237060547,0
2001-10-01,27.200000762939453,27.200000762939453,27.200000762939453,27.200000762939453,27.200000762939453,0
2001-10-02,25.5,25.5,25.5,25.5,25.5,0
2001-10-03,25.5,25.5,25.5,25.5,25.5,0
2001-10-04,25.5,27.200000762939453,25.5,27.200000762939453,27.200000762939453,0
2001-10-05,25.5,25.5,25.5,25.5,25.5,0
2001-10-08,23.799999237060547,23.799999237060547,23.799999237060547,23.799999237060547,23.799999237060547,0
2001-10-09,25.5,25.5,25.5,25.5,25.5,0
2001-10-10,25.5,25.5,25.5,25.5,25.5,0
2001-10-11,25.5,25.5,25.5,25.5,25.5,0
2001-10-12,25.5,25.5,25.5,25.5,25.5,0
2001-10-15,27.200000762939453,27.200000762939453,25.5,25.5,25.5,0
2001-10-17,25.5,25.5,25.5,25.5,25.5,0
2001-10-18,23.799999237060547,23.799999237060547,23.799999237060547,23.799999237060547,23.799999237060547,0
2001-10-19,23.799999237060547,23.799999237060547,23.799999237060547,23.799999237060547,23.799999237060547,0
2001-10-22,23.799999237060547,23.799999237060547,22.100000381469727,22.100000381469727,22.100000381469727,0
2001-10-23,20.399999618530273,20.399999618530273,20.399999618530273,20.399999618530273,20.399999618530273,0
2001-10-24,20.399999618530273,20.399999618530273,20.399999618530273,20.399999618530273,20.399999618530273,0
2001-10-25,20.399999618530273,20.399999618530273,20.399999618530273,20.399999618530273,20.399999618530273,0
2001-10-29,23.799999237060547,23.799999237060547,23.799999237060547,23.799999237060547,23.799999237060547,0
2001-10-30,22.100000381469727,22.100000381469727,22.100000381469727,22.100000381469727,22.100000381469727,0
2001-10-31,22.100000381469727,22.100000381469727,22.100000381469727,22.100000381469727,22.100000381469727,0
2001-11-01,20.399999618530273,22.100000381469727,20.399999618530273,22.100000381469727,22.100000381469727,0
2001-11-02,23.799999237060547,23.799999237060547,23.799999237060547,23.799999237060547,23.799999237060547,0
2001-11-05,23.799999237060547,23.799999237060547,23.799999237060547,23.799999237060547,23.799999237060547,0
2001-11-06,25.5,25.5,25.5,25.5,25.5,0
2001-11-07,32.29999923706055,32.29999923706055,32.29999923706055,32.29999923706055,32.29999923706055,0
2001-11-08,32.29999923706055,32.29999923706055,32.29999923706055,32.29999923706055,32.29999923706055,0
2001-11-09,27.200000762939453,27.200000762939453,27.200000762939453,27.200000762939453,27.200000762939453,0
2001-11-12,27.200000762939453,27.200000762939453,27.200000762939453,27.200000762939453,27.200000762939453,0
2001-11-13,28.899999618530273,28.899999618530273,28.899999618530273,28.899999618530273,28.899999618530273,0
2001-11-14,28.899999618530273,28.899999618530273,28.899999618530273,28.899999618530273,28.899999618530273,0
2001-11-15,30.600000381469727,30.600000381469727,30.600000381469727,30.600000381469727,30.600000381469727,0
2001-11-16,45.900001525878906,45.900001525878906,45.900001525878906,45.900001525878906,45.900001525878906,0
2001-11-19,49.29999923706055,49.29999923706055,49.29999923706055,49.29999923706055,49.29999923706055,0
2001-11-20,68.0,68.0,68.0,68.0,68.0,0
2001-11-21,66.30000305175781,66.30000305175781,61.20000076293945,61.20000076293945,61.20000076293945,0
2001-11-23,66.30000305175781,71.4000015258789,66.30000305175781,71.4000015258789,71.4000015258789,0
2001-11-26,71.4000015258789,71.4000015258789,71.4000015258789,71.4000015258789,71.4000015258789,0
2001-11-27,71.4000015258789,71.4000015258789,66.30000305175781,66.30000305175781,66.30000305175781,0
2001-11-28,66.30000305175781,66.30000305175781,66.30000305175781,66.30000305175781,66.30000305175781,0
2001-11-29,61.20000076293945,61.20000076293945,61.20000076293945,61.20000076293945,61.20000076293945,0
2001-11-30,66.30000305175781,66.30000305175781,66.30000305175781,66.30000305175781,66.30000305175781,0
2001-12-03,56.099998474121094,56.099998474121094,56.099998474121094,56.099998474121094,56.099998474121094,0
2001-12-04,59.5,59.5,59.5,59.5,59.5,0
2001-12-05,57.79999923706055,57.79999923706055,57.79999923706055,57.79999923706055,57.79999923706055,0
2001-12-06,57.79999923706055,57.79999923706055,57.79999923706055,57.79999923706055,57.79999923706055,0
2001-12-07,57.79999923706055,57.79999923706055,57.79999923706055,57.79999923706055,57.79999923706055,0
2001-12-10,62.900001525878906,62.900001525878906,62.900001525878906,62.900001525878906,62.900001525878906,0
2001-12-11,64.5999984741211,64.5999984741211,64.5999984741211,64.5999984741211,64.5999984741211,0
2001-12-12,62.900001525878906,62.900001525878906,62.900001525878906,62.900001525878906,62.900001525878906,0
2001-12-13,57.79999923706055,57.79999923706055,57.79999923706055,57.79999923706055,57.79999923706055,0
2001-12-14,56.099998474121094,56.099998474121094,56.099998474121094,56.099998474121094,56.099998474121094,0
2001-12-17,56.099998474121094,56.099998474121094,56.099998474121094,56.099998474121094,56.099998474121094,0
2001-12-18,54.400001525878906,54.400001525878906,54.400001525878906,54.400001525878906,54.400001525878906,0
2001-12-19,54.400001525878906,54.400001525878906,49.29999923706055,49.29999923706055,49.29999923706055,0
2001-12-20,49.29999923706055,49.29999923706055,49.29999923706055,49.29999923706055,49.29999923706055,0
2001-12-21,42.5,42.5,42.5,42.5,42.5,0
2001-12-27,45.900001525878906,47.599998474121094,45.900001525878906,47.599998474121094,47.599998474121094,0
2001-12-28,49.29999923706055,49.29999923706055,49.29999923706055,49.29999923706055,49.29999923706055,0
2002-01-02,49.29999923706055,49.29999923706055,49.29999923706055,49.29999923706055,49.29999923706055,0
2002-01-03,47.599998474121094,47.599998474121094,47.599998474121094,47.599998474121094,47.599998474121094,0
2002-01-04,51.0,51.0,51.0,51.0,51.0,0
2002-01-07,51.0,51.0,51.0,51.0,51.0,0
2002-01-08,49.29999923706055,49.29999923706055,49.29999923706055,49.29999923706055,49.29999923706055,0
2002-01-09,47.599998474121094,47.599998474121094,47.599998474121094,47.599998474121094,47.599998474121094,0
2002-01-10,47.599998474121094,47.599998474121094,47.599998474121094,47.599998474121094,47.599998474121094,0
2002-01-11,47.599998474121094,47.599998474121094,47.599998474121094,47.599998474121094,47.599998474121094,0
2002-01-14,47.599998474121094,47.599998474121094,47.599998474121094,47.599998474121094,47.599998474121094,0
2002-01-15,49.29999923706055,49.29999923706055,45.900001525878906,45.900001525878906,45.900001525878906,0
2002-01-16,45.900001525878906,45.900001525878906,45.900001525878906,45.900001525878906,45.900001525878906,0
2002-01-17,35.70000076293945,35.70000076293945,35.70000076293945,35.70000076293945,35.70000076293945,0
2002-01-18,42.5,42.5,42.5,42.5,42.5,0
2002-01-22,40.79999923706055,40.79999923706055,40.79999923706055,40.79999923706055,40.79999923706055,0
2002-01-23,42.5,42.5,42.5,42.5,42.5,0
2002-01-24,42.5,42.5,42.5,42.5,42.5,0
2002-01-25,44.20000076293945,44.20000076293945,44.20000076293945,44.20000076293945,44.20000076293945,0
2002-01-28,42.5,42.5,42.5,42.5,42.5,0
2002-01-29,42.5,42.5,42.5,42.5,42.5,0
2002-01-30,42.5,42.5,42.5,42.5,42.5,0
2002-01-31,40.79999923706055,40.79999923706055,40.79999923706055,40.79999923706055,40.79999923706055,0
2002-02-01,42.5,42.5,42.5,42.5,42.5,0
2002-02-04,42.5,42.5,42.5,42.5,42.5,0
2002-02-05,34.0,34.0,34.0,34.0,34.0,0
2002-02-06,34.0,34.0,34.0,34.0,34.0,0
2002-02-07,34.0,34.0,34.0,34.0,34.0,0
2002-02-08,34.0,34.0,34.0,34.0,34.0,0
2002-02-11,30.600000381469727,30.600000381469727,30.600000381469727,30.600000381469727,30.600000381469727,0
2002-02-12,30.600000381469727,30.600000381469727,30.600000381469727,30.600000381469727,30.600000381469727,0
2002-02-13,28.899999618530273,28.899999618530273,28.899999618530273,28.899999618530273,28.899999618530273,0
2002-02-14,27.200000762939453,27.200000762939453,25.5,25.5,25.5,0
2002-02-15,25.5,25.5,25.5,25.5,25.5,0
2002-02-19,23.799999237060547,23.799999237060547,23.799999237060547,23.799999237060547,23.799999237060547,0
2002-02-20,23.799999237060547,23.799999237060547,23.799999237060547,23.799999237060547,23.799999237060547,0
